t,price
328,98.54385494306834
329,99.1466651891995
330,99.20420626151619
331,99.19160209484951
332,99.18530417818286
333,99.18215521984953
334,99.18058074068287
335,99.17981016776619
336,99.17943738130785
337,99.17926348807867
338,99.1791765414641
339,99.17914140149014
340,99.17911133150317
341,99.17909629650967
342,99.1790804456796
343,99.10529465304114
344,99.14217962394534
345,99.16061794273077
346,99.1606637760641
347,99.09614007698177
348,98.37754348491251
349,99.12241792780804
350,99.15074959466212
351,99.13819126132879
352,99.13191209466211
353,99.12873084466212
354,99.12717771966211
355,99.12640115716212
356,99.12601287591212
357,99.12581873528711
358,99.1257216649746
359,99.12575083164127
360,99.43906908232498
361,99.43950950822796
362,99.57840290427535
363,99.57841540427535
364,99.6222370705724
365,99.67708422856632
366,99.69079601806479
367,99.70660510603707
368,99.7013081326691
369,99.70393616132017
370,99.70326892514095
371,99.70289042155956
372,99.70289042155956
373,99.70289042155956
374,99.70289042155956
375,99.70289042155956
376,99.70289042155956
377,99.70289042155956
378,99.70289042155956
379,99.70026239290848
380,99.7026289866194
381,99.7026289866194
382,99.7026289866194
383,99.7026289866194
384,99.7026289866194
385,99.71552566578637
386,99.70649651474508
387,99.70423922698475
388,99.70367490504466
389,99.70393638465099
390,99.70386067406754
391,99.70351650951044
392,99.70373839023318
393,99.69121203215036
394,99.70066227089318
395,99.70302483057887
396,99.7036154705003
397,99.7036154705003
398,99.7036154705003
399,99.69112557228391
400,99.65383626454866
401,99.63514785563015
402,99.60717347529047
403,99.59318211845395
404,99.57685157978091
405,99.50834659028925
406,99.2625067337224
407,99.25388126477733
408,99.25386459811068
409,99.46627096942245
410,99.1450071230827
411,99.13241545641604
412,99.12611545641604
413,99.05996824483111
414,99.04343144193487
415,99.04343144193487
416,99.04343144193487
417,99.02811899846164
418,99.03817097817748
419,99.03272166151407
420,99.03135933234822
421,99.03216941581987
422,99.03237193668778
423,99.03228450548121
424,99.03231327789655
425,99.03229861319873
426,99.03229494702428
427,99.03229755741005
428,99.03229821000649
429,99.0322983731556
430,99.03229831314482
431,99.03201357333661
432,99.0321771335837
433,99.0321771335837
434,98.54471420220625
435,98.54472253553959
436,98.58146572597403
437,98.59983315452457
438,98.59983732119125
439,98.59986648785791
440,98.60906270213317
441,98.61366498010415
442,98.61596611908963
443,98.6447162367177
444,98.64473707005104
445,98.6447537367177
446,98.64476207005103
447,98.64476623671769
448,98.65907462886506
449,98.65907462886506
450,98.65906212886506
451,98.64648712886506
452,97.99482571237252
453,97.99482571237252
454,97.99483821237251
455,97.99485071237251
456,97.99485487903918
457,97.99486321237251
458,97.99486321237251
459,97.99487154570585
460,97.99488821237252
461,98.06144825378686
462,98.0749125074081
463,98.06665949110133
464,98.06459623702463
465,98.0788752599499
466,98.06843717504623
467,98.0658276538203
468,98.06517527351383
469,98.0650121784372
470,98.06511616379035
471,98.06494179155263
472,98.06494179155263
473,98.06415479574318
474,98.06483143123226
475,98.06500059010453
476,98.06500059010453
477,98.0524500436141
478,98.06190524319999
479,98.06426904309646
480,98.06485999307058
481,98.06500773056412
482,98.06500773056412
483,98.06190524319999
484,98.06426904309646
485,98.06493037995517
486,98.06525880924647
487,98.065116598103
488,98.06516315263997
489,98.06513923848834
490,98.06513325995043
491,98.0642775911765
492,98.06487067817064
493,98.06501894991916
494,98.06501894991916
495,98.0525011049348
496,98.06192655661022
497,98.06428291952906
498,98.06487201025877
499,98.06487201025877
500,98.06487201025877
501,98.06495473299648
502,98.11368579691438
503,98.12582543179595
504,98.13192467791197
505,98.13506589668299
506,98.13738352363771
507,98.14266463844328
508,98.6400108592369
509,98.6400108592369
510,98.6400108592369
511,98.62744419257022
512,98.62116085923688
513,98.61801919257022
514,98.61644835923688
515,98.61567127590355
516,98.61528273423689
517,98.61508846340355
518,98.61499966132021
519,98.62447672842598
520,98.62921942864551
521,98.63159077875528
522,98.63277645381017
523,98.6333567913376
524,98.633638626768
525,98.63377121114986
526,98.6581964879926
527,98.67385595326732
528,98.6960667864442
529,98.70717846344931
530,98.71273847695187
531,98.70010097695186
532,98.6938405602852
533,98.66055488096887
534,98.6740800122937
535,98.68083424462279
536,98.684215527454
537,98.65500459830481
538,98.67129653762834
539,98.67944667395676
540,98.68351340878765
541,98.68553844286976
542,98.68654262657748
543,98.68704055176468
544,98.68726451435828
545,98.68741816232173
546,98.70287083055474
547,98.71058883133792
548,98.71444575047948
549,98.72353139365337
550,98.8653023533991
551,98.85268568673243
552,98.84639402006576
553,98.84324818673244
554,98.84167527006576
555,98.84088881173244
556,98.84049558256578
557,98.84030730131578
558,98.9237153072303
559,98.96536931018755
560,98.98625464499952
561,98.99668897907216
562,99.0019061461085
563,99.00451056296
564,99.00577110471907
565,99.00644720893195
566,99.00684317428392
567,99.01394656536021
568,99.0309457453622
569,99.0632758858963
570,99.08429162212177
571,99.07169162212176
572,99.06540828878843
573,99.06226662212177
574,99.0606999554551
575,99.05991662212176
576,99.05953745545509
577,99.05936037212176
578,99.05918849712177
579,99.05918172628843
580,99.05917834087177
581,99.05917664816343
582,99.05917580180926
583,99.05916704529884
584,99.05916266704364
585,99.05916047791604
586,99.05916047791604
587,99.05921881124937
588,99.0515053110901
589,99.05155947775677
590,99.07847508471866
591,99.06591258471866
592,99.05963133471866
593,99.05649070971866
594,99.05493289721866
595,99.02549750760915
596,99.03941546283056
597,99.03945712949722
598,99.03951129616388
599,99.03956129616387
600,99.01576648414891
601,99.03457078443378
602,99.04396043457622
603,99.0486469263141
604,99.0509943388497
605,99.05215971178418
606,99.0527465649181
607,99.05303999148504
608,99.05317837143518
609,99.02261087842629
610,99.03795964823914
611,99.02537214823914
612,99.00210126436939
613,99.00745545630426
614,99.01009921893836
615,99.01145026692208
616,99.01212579091394
617,99.01245521957654
618,99.0126116005745
619,99.01268562440683
620,99.0127184696563
621,99.01273072561439
622,99.01273268692677
623,99.0127295009163
624,99.01272374124437
625,99.00103612912477
626,99.00053200186939
627,99.00666665838759
628,99.00669165838758
629,99.0097339866467
630,99.01124681744292
631,98.9986259841096
632,98.99235723410959
633,98.98922285910959
634,98.98765567160959
635,98.98639303647128
636,98.98623659362377
637,98.98618753886669
638,98.98613384482147
639,98.98613616446553
640,98.98613315762088
641,98.9861399875319
642,98.98613506915407
643,98.98613260996515
644,98.9861313803707
645,98.98613493224013
646,98.98614087484152
647,98.98613551280889
648,98.98613283179256
649,98.98565320494052
650,98.98537835465856
651,98.97057815949
652,98.96284801351314
653,98.94655734288409
654,98.80185289883892
655,98.70584973044222
656,98.64361632874105
657,98.27036863766249
658,97.5691167313399
659,97.51413516138511
660,97.41056732315809
661,97.14641239700876
662,97.14680103396375
663,97.00637920854365
664,96.97813135033408
665,96.97086033228993
666,96.91685139152932
667,96.89606615575923
668,96.88047722893167
669,96.89391470047767
670,96.79906891124809
671,96.78648557791476
672,96.78018557791475
673,96.77703557791475
674,96.77546057791474
675,96.77466474458141
676,96.77426682791474
677,96.77406370291475
678,96.77396214041474
679,96.77391135916474
680,96.75410541297381
681,96.67262015675547
682,96.6726534900888
683,96.67268265675548
684,96.70848356683385
685,96.70849606683385
686,96.70851690016718
687,96.70855440016717
688,96.70859190016716
689,96.47690131601507
690,96.47695548268175
691,96.46439298268174
692,96.45811173268174
693,96.45497110768174
694,96.45340079518175
695,96.45261563893175
696,96.45223556080674
697,96.45204552174424
698,96.45193800221298
699,96.45188424244736
700,96.48760601790192
701,96.50547107229586
702,96.51440359949282
703,96.51904569793018
704,96.52136674714886
705,96.52252727175821
706,96.5244641752738
707,96.52542429369828
708,96.52748040238968
709,96.53165222236038
710,96.5337297990124
711,96.52115896567906
712,96.5148735490124
713,96.51174334067906
714,96.51017823651239
715,96.50939568442905
716,96.5090044083874
717,96.5088171036999
718,96.50871511802282
719,96.50866412518428
720,96.36931423762816
721,96.45258163997963
722,96.50047159532201
723,96.52440823965988
724,96.53639533891216
725,96.54771531474933
726,96.56230842905873
727,96.5696091528801
728,96.57325118145747
729,96.5750638624128
730,96.57832197191419
731,96.56571780524752
732,96.55943238858086
733,96.55623968024753
734,96.55464332608085
735,96.55392014899752
736,96.55355856045585
737,96.55333193285169
738,96.55327695238293
739,96.55324946214856
740,96.55314821703138
741,96.55317259447278
742,96.55318894986016
743,96.55320129422051
744,96.55321163306735
745,96.55320430249077
746,96.55321313720248
747,96.55321755455833
748,96.55320726323626
749,96.56743533899258
750,96.57532437817284
751,96.56274521150617
752,96.55645562817284
753,96.34730326227918
754,96.44874715355934
755,96.51754278806038
756,96.55518211764488
757,96.57705333355182
758,96.59006860406728
759,96.66715780507309
760,96.705714905576
761,96.74290347798834
762,96.76149985377785
763,96.77080430208926
764,96.77548779499497
765,96.77782537478116
766,96.77900876675758
767,96.80237580923885
768,96.82399345589701
769,96.83496310865317
770,96.84046043503125
771,96.82786043503125
772,96.82156043503124
773,96.81841043503124
774,96.81683543503124
775,96.81606043503123
776,96.81567293503124
777,96.81547918503125
778,96.81538647669791
779,96.81534012253124
780,96.83066977530362
781,96.83852542564814
782,96.84284739873706
783,96.8458008394482
784,96.84884580147043
785,96.8563250213002
786,96.91101681823918
787,96.93943535341042
788,96.95365712099604
789,96.97116268195845
790,96.9806967115824
791,96.9321563632266
792,96.9438515374045
793,96.94969079116012
794,96.94972412449346
795,96.95261041803792
796,96.9540493981435
797,96.95477722152961
798,96.95513696655601
799,96.95531267240253
800,96.95540469199247
801,96.95544653512076
802,96.95546329001824
803,96.97283868227896
804,97.02554546834891
805,97.36609082429106
806,97.55083279817813
807,97.55139867061692
808,97.55167744016966
809,97.55181265827935
810,97.5550798256463
811,97.54245065897963
812,97.53976127280677
813,97.53976127280677
814,97.53976127280677
815,97.53976127280677
816,97.53976127280677
817,97.53976127280677
818,97.53976127280677
819,97.53976127280677
820,97.53976127280677
821,97.53976127280677
822,97.53480388255987
823,97.53230435410308
824,97.53232935410307
825,97.55463406501786
826,97.68336874580919
827,97.67071687993442
828,97.68001871425761
829,97.68234417283841
830,97.68292553748361
831,97.68274746586226
832,97.68274746586226
833,97.68274746586226
834,97.68274746586226
835,97.68274746586226
836,97.68274746586226
837,97.68274746586226
838,97.68274746586226
839,97.67021983500626
840,97.67971638140422
841,97.68209051800372
842,97.68268405215359
843,97.68268405215359
844,97.68268405215359
845,97.68268405215359
846,97.6830105073124
847,97.6829209476882
848,97.84201927667677
849,97.84198177667676
850,97.84194427667677
851,97.82934844334343
852,97.82306719334343
853,97.81991406834344
854,97.8183416725101
855,97.81756380792677
856,97.81715820896844
857,97.81694290948927
858,97.78079526039781
859,97.78075359373113
860,97.76279575225833
861,97.762774918925
862,97.76272491892502
863,97.7537397481886
864,97.74925549615372
865,97.74702170346961
866,97.78059266371812
867,97.76247935723879
868,97.75343103733246
869,97.74879516862279
870,97.74647306760129
871,97.73274951709053
872,97.72698212567923
873,97.71469376636935
874,97.71139994908671
875,97.70972886537626
876,97.70883826630404
877,97.70824874989714
878,97.69467987916877
879,97.59144857171168
880,97.59126963158253
881,97.59122489655024
882,97.60079396164538
883,97.60549184002089
884,97.60784077920864
885,97.60901524880252
886,97.60960248359946
887,97.60989610099793
888,97.61004290969717
889,97.61014131404679
890,97.61014884955492
891,97.59752510882817
892,97.59752510882817
893,97.59752510882817
894,97.59752510882817
895,97.59735533911024
896,97.5972286385203
897,97.59619377254913
898,97.59604275728887
899,97.52747852893779
900,97.49740418690254
901,97.47865893915909
902,97.21857083918894
903,97.05107672991137
904,96.96451306514017
905,96.87453671404286
906,96.51930303554974
907,96.30609958703602
908,96.10579043863379
909,95.96505146161793
910,95.65623108371167
911,95.63691972370191
912,95.62434238225897
913,95.60151898881593
914,95.56729595124241
915,95.54096164657396
916,95.5277986609064
917,95.5000018861526
918,95.52070476857537
919,95.48467687609858
920,95.31084912994838
921,95.33418371745789
922,95.35168882475668
923,95.36480515523078
924,95.35610890165674
925,95.35393483826323
926,95.3800564024349
927,95.36101417182277
928,95.35572265918137
929,94.97214916534125
930,94.77136494177547
931,94.75878994177548
932,94.75250244177548
933,94.74935869177548
934,94.74778681677549
935,94.74700087927548
936,94.74660791052548
937,94.74663291052548
938,94.74668291052548
939,94.7815103811474
940,94.78153954781406
941,94.79894286645836
942,94.79897203312503
943,94.7989761997917
944,94.80766119244718
945,94.8119828554416
946,94.81416035360547
947,94.81525743602074
948,94.81583101472837
949,94.81626861410822
950,94.81687244218358
951,94.80428494218359
952,94.79799119218359
953,94.79485681718359
954,94.79328962968358
955,94.68110991352998
956,94.75010898199861
957,94.7849715364896
958,94.80360490702009
959,94.82235394020199
960,94.83679791586528
961,94.84402616828024
962,94.85430975447383
963,94.86148828189933
964,94.86509631019541
965,94.86690657642679
966,94.86780337620914
967,94.87260278159106
968,94.87825531444173
969,94.71523314195456
970,94.80062567900512
971,94.78804651233845
972,94.78175692900513
973,94.77861213733846
974,94.77703974150512
975,94.77625354358845
976,94.85017963724171
977,94.94612130920748
978,95.34915474612232
979,95.33946324118644
980,95.36028661013239
981,95.37070246127203
982,95.37590205350851
983,95.39893795021165
984,95.41044756522987
985,95.41619403940567
986,95.41906310982688
987,95.42251241250038
988,95.42424539717047
989,95.42775612491587
990,95.4295073221219
991,95.4168948221219
992,95.4105885721219
993,95.4074354471219
994,95.40585888462189
995,95.4050706033719
996,95.40468479608023
997,95.40449189243441
998,95.4043954406115
999,95.4043138813667
1000,95.40427638136671
1001,95.40425138136672
1002,95.40423888136672
1003,95.38167501474993
1004,95.3581744404259
1005,95.34622727585503
1006,95.3401174938463
1007,95.33701769733248
1008,95.33544491365892
1009,95.33468352182214
1010,95.32300509744533
1011,95.28689307301225
1012,95.27836855801567
1013,95.27255378549208
1014,95.2684763118962
1015,95.26061253545538
1016,95.23865102436397
1017,95.22342060691082
1018,94.64785977214876
1019,94.66918318984953
1020,94.68515908645844
1021,94.68004562388626
1022,94.68276123239544
1023,94.68344013452273
1024,94.6830103965388
1025,94.496011669849
1026,94.496061669849
1027,94.33995894583765
1028,94.34000477917098
1029,94.34005061250431
1030,94.2619409171653
1031,94.2493909171653
1032,94.24311175049863
1033,94.23997216716529
1034,94.23840237549862
1035,94.23761747966529
1036,94.2372166984153
1037,94.23700797445696
1038,94.23690361247779
1039,94.23685143148822
1040,94.23687643148821
1041,94.23695143148822
1042,94.23701393148822
1043,94.13871232097705
1044,94.17328167713754
1045,94.17331917713753
1046,94.19057677188445
1047,94.19921390259124
1048,94.04555046731858
1049,94.08006490921889
1050,94.16125576735013
1051,94.14869326735013
1052,94.14241201735013
1053,94.13928389235012
1054,94.13771982985011
1055,94.13693779860012
1056,94.13693779860012
1057,94.17149376749941
1058,94.18878425194906
1059,94.19742949417389
1060,94.20213102192693
1061,94.20525626575136
1062,94.20838868089274
1063,94.20990905513011
1064,94.21386717454047
1065,94.2158379009123
1066,94.2230399620149
1067,94.23183177830757
1068,94.23711836856113
1069,94.23977209910456
1070,94.24884340098612
1071,94.23626840098612
1072,94.22998090098612
1073,94.22683715098611
1074,94.0269915404146
1075,94.12535497070036
1076,94.17454085250989
1077,94.19912546008133
1078,94.21142193053373
1079,94.21757433242658
1080,94.22064220003968
1081,94.22216780051289
1082,94.22293476741618
1083,94.22330991753448
1084,94.2234891592603
1085,94.22357044678986
1086,94.25371989650326
1087,94.26011924341898
1088,94.26422451328975
1089,94.02243935400267
1090,94.14998071178815
1091,94.13766633374604
1092,94.13766633374604
1093,94.13766633374604
1094,94.13766633374604
1095,94.13766633374604
1096,94.13766633374604
1097,94.22827011931183
1098,94.2671500469491
1099,94.28664751469026
1100,94.29669713925094
1101,94.31389166533337
1102,94.48586595920602
1103,94.70695982540202
1104,95.22333292895054
1105,95.2605606798646
1106,95.27917038865496
1107,95.28847524305014
1108,95.29312350358107
1109,95.29544346717987
1110,95.2965992823126
1111,95.28397011564593
1112,95.21013002138417
1113,95.24075215184838
1114,95.25607571708049
1115,95.26373333302988
1116,95.2675579743379
1117,95.26946612832525
1118,95.27041603865226
1119,95.27090349381575
1120,95.27114305473084
1121,95.27125866852171
1122,95.27131230875048
1123,95.27133912886487
1124,95.2713483722554
1125,95.27136549395067
1126,95.27138238813163
1127,95.27138666855544
1128,95.271355475434
1129,95.28459695310633
1130,95.29121352527582
1131,95.27861769194249
1132,95.27233644194249
1133,95.26919581694249
1134,95.26762550444249
1135,95.26685284819249
1136,95.24021294071451
1137,95.2531590663285
1138,95.25962796246881
1139,95.26285407720565
1140,95.26447130124073
1141,95.26528407992494
1142,95.2656821359337
1143,95.26588533060476
1144,95.26597859460696
1145,95.24021294071451
1146,95.25313823299517
1147,95.25959254580216
1148,95.26281136887232
1149,95.26285720220565
1150,95.26444369707407
1151,95.25184369707407
1152,95.24554369707407
1153,95.24239369707408
1154,95.24081869707408
1155,95.24004786374074
1156,95.23966244707407
1157,95.22682802661365
1158,95.23301919517719
1159,95.23616477945896
1160,95.23774173826652
1161,95.23852188433696
1162,95.23890362403884
1163,95.23908616055645
1164,95.23916909548193
1165,95.239206396278
1166,95.23922088000937
1167,95.23922395520839
1168,95.23922132614123
1169,95.23922001160764
1170,95.23923602100751
1171,95.22663602100752
1172,95.22033602100751
1173,95.21719018767418
1174,95.21562143767417
1175,95.21484122934083
1176,95.21445112517418
1177,95.21425607309084
1178,95.21422418858037
1179,95.21422418858037
1180,95.21422418858037
1181,95.21422418858037
1182,95.21414260479395
1183,95.21410181290074
1184,95.21408141695412
1185,95.22668755701409
1186,95.23298229371075
1187,95.23612132872574
1188,95.2238413856623
1189,95.23155920803485
1190,95.2354222858878
1191,95.20619319569417
1192,95.20824524079097
1193,95.20926293000605
1194,95.20977177461359
1195,95.21001786358403
1196,95.21014507473592
1197,95.21020034697852
1198,95.21021964976649
1199,95.2101821497665
1200,95.21014881643316
1201,95.21011548309983
1202,95.21003631643316
1203,95.20605437763352
1204,95.20812583176065
1205,95.208059165094
1206,95.20458081344202
1207,95.2028458042827
1208,95.20195679700936
1209,95.20569503781189
1210,95.20338558044061
1211,95.19079391377394
1212,95.18966328844117
1213,95.18957874605836
1214,95.18957874605836
1215,95.18874112131877
1216,95.18699909822648
1217,95.1866521881428
1218,95.18587759006873
1219,95.18543840178452
1220,95.18382695747349
1221,95.18205261090202
1222,95.18059574385138
1223,95.17439849006857
1224,95.17221060892118
1225,95.15609858347531
1226,94.8697420615509
1227,94.63690560181539
1228,94.66143287600536
1229,94.79678188082448
1230,94.79675688082449
1231,94.70694645516178
1232,94.68886768268183
1233,94.67997415562611
1234,94.73952148729593
1235,94.73950898729592
1236,94.41880273265312
1237,94.41881106598646
1238,94.4188318993198
1239,94.41884023265314
1240,94.41884856598648
1241,94.04454285069409
1242,94.43896475709357
1243,94.43896475709357
1244,94.4389980904269
1245,94.43903142376024
1246,94.43905642376023
1247,94.63704036871836
1248,94.66149228451593
1249,93.81590275357854
1250,93.81587358691188
1251,93.71929161325909
1252,93.71927911325909
1253,93.68020729772007
1254,93.6801656310534
1255,93.4214747655945
1256,93.39675129254636
1257,93.26479175334288
1258,93.28907159642254
1259,93.34138851453051
1260,93.32146083397993
1261,93.18936009239954
1262,93.1893767590662
1263,93.18940592573287
1264,93.18943092573286
1265,93.18947259239953
1266,93.18950175906619
1267,93.18951842573284
1268,93.07497139812023
1269,93.0749880647869
1270,93.07500889812022
1271,93.06244639812022
1272,93.05616514812021
1273,93.05302452312021
1274,93.05145837728688
1275,93.0506753043702
1276,93.05028376791188
1277,93.05009216634937
1278,93.04999636556812
1279,93.0499484651775
1280,93.0499245149822
1281,93.04991253988453
1282,93.0499065523357
1283,93.04990355856128
1284,93.04989372834075
1285,93.04988881323048
1286,93.04988635567534
1287,93.04987679356444
1288,93.04987679356444
1289,93.04989762689777
1290,93.04992262689777
1291,93.03736846023111
1292,93.03109137689776
1293,92.95020051050477
1294,92.95024217717143
1295,92.95026717717144
1296,92.90908186049577
1297,92.96694807703011
1298,92.96697724369677
1299,92.96694807703011
1300,92.91739314375843
1301,92.9173598104251
1302,92.86709371356912
1303,92.8231175060919
1304,92.82310083942524
1305,92.8231175060919
1306,92.85699573151162
1307,92.85697073151162
1308,92.89087005021071
1309,92.66926319574335
1310,92.66112430218823
1311,92.64853680218823
1312,92.5526591522579
1313,92.55265081892458
1314,92.50547587862769
1315,92.50109381236291
1316,92.47957471770272
1317,92.46343539670758
1318,92.468369578797
1319,92.46556829407056
1320,92.46486797288895
1321,92.4652261169343
1322,92.47419703251873
1323,92.46747283755768
1324,92.46579178881743
1325,92.46537152663235
1326,92.46481878102941
1327,92.46516462710986
1328,92.46525108862997
1329,92.46522097912938
1330,92.46523506713426
1331,92.46508075392168
1332,92.45255791052797
1333,92.46201553629632
1334,92.46437994273842
1335,92.46497104434894
1336,92.46511881975158
1337,92.46511881975158
1338,92.46511881975158
1339,92.46511881975158
1340,92.46511881975158
1341,92.46511881975158
1342,92.46511881975158
1343,92.46511881975158
1344,92.46511881975158
1345,92.46497104434894
1346,92.46511881975158
1347,92.46511881975158
1348,92.46511881975158
1349,92.2255623162789
1350,91.73412158499319
1351,91.67900677831827
1352,91.62690588982235
1353,91.5848743750758
1354,91.4193469270109
1355,91.30320451871427
1356,91.27967265107134
1357,91.26828594972937
1358,91.25348372433265
1359,91.26012260925343
1360,91.25808177413444
1361,91.25923128658489
1362,91.25951866469751
1363,91.25936767855853
